NAPS ID,percent completeness_2013,mean_2013,percent completeness_2014,mean_2014,elevation,percent completeness_2015,mean_2015,percent completeness_2016,mean_2016,numObs,meanNO2_2014_2016,Ra10m,aR10m,bR10m,cR10m,dR10m,eR10m,fR10m,Ra25m,aR25m,bR25m,cR25m,dR25m,eR25m,fR25m,Ra50m,aR50m,bR50m,cR50m,dR50m,eR50m,fR50m,Ra100m,aR100m,bR100m,cR100m,dR100m,eR100m,fR100m,Ra250m,aR250m,bR250m,cR250m,dR250m,eR250m,fR250m,Ra500m,aR500m,bR500m,cR500m,dR500m,eR500m,fR500m,Ra750m,aR750m,bR750m,cR750m,dR750m,eR750m,fR750m,Ra1000m,aR1000m,bR1000m,cR1000m,dR1000m,eR1000m,fR1000m,Ra2000m,aR2000m,bR2000m,cR2000m,dR2000m,eR2000m,fR2000m,Ra3000m,aR3000m,bR3000m,cR3000m,dR3000m,eR3000m,fR3000m,Ra4000m,aR4000m,bR4000m,cR4000m,dR4000m,eR4000m,fR4000m,Ra5000m,aR5000m,bR5000m,cR5000m,dR5000m,eR5000m,fR5000m,Ra10000m,aR10000m,bR10000m,cR10000m,dR10000m,eR10000m,fR10000m,Ra15000m,aR15000m,bR15000m,cR15000m,dR15000m,eR15000m,fR15000m,Ra20000m,aR20000m,bR20000m,cR20000m,dR20000m,eR20000m,fR20000m,aL10m,bL10m,cL10m,aL25m,bL25m,cL25m,aL50m,bL50m,cL50m,aL100m,bL100m,cL100m,aL250m,bL250m,cL250m,aL500m,bL500m,cL500m,aL750m,bL750m,cL750m,aL1000m,bL1000m,cL1000m,aL2000m,bL2000m,cL2000m,aL3000m,bL3000m,cL3000m,aL4000m,bL4000m,cL4000m,aL5000m,bL5000m,cL5000m,aL10000m,bL10000m,cL10000m,aL15000m,bL15000m,cL15000m,aL20000m,bL20000m,cL20000m,port_dist,te_14_16,pr_14_16,sat_10_12,N650m,wa50m,wa100m,wa250m,wa500m,wa750m,wa1000m,wa2000m,wa3000m,wa4000m,wa5000m,wa10000m,wa15000m,wa20000m,PD10,PD25,PD50,PD100,PD250,PD500,PD750,PD1000,PD2000,PD3000,PD4000,PD5000,PD10000,PD15000,PD20000,NDVI_14_16_50m,NDVI_14_16_100m,NDVI_14_16_250m,NDVI_14_16_500m,NDVI_14_16_750m,NDVI_14_16_1000m,NDVI_14_16_2000m,NDVI_14_16_3000m,NDVI_14_16_4000m,NDVI_14_16_5000m,NDVI_14_16_10000m,NDVI_14_16_15000m,NDVI_14_16_20000m
55301,85,3,98,3,35,66,,94,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444816326,0,0.444816326,0.444816326,0,0,0,0.969112926,0,0.969112926,0.969112926,0,0,0,1.551213512,0,1.551213512,1.551213512,0,0,0,2.120409494,0,2.120409494,2.120409494,0,0,0,4.348400046,0,4.348400046,4.348400046,0,0,0,6.767234565,0,6.767234565,6.767234565,0,0,4.904336659,8.90979627,0,8.90979627,8.90979627,0,0,10.86162028,13.30182569,0,13.30182569,13.30182569,4.033356884,0,61.62626852,118.3567501,35.98133075,82.37541938,82.37541938,35.74611259,0,110.2874522,308.9230725,152.0949417,156.8281308,156.8281308,69.85564892,0,208.6111486,616.4561721,305.6465624,310.8096097,310.8096097,162.9861865,0,0,0.062752135,0,0,0.156880337,0,0,0.313952598,0,0,0.616911519,0.268986263,0,2.2154655,0.726393624,0,4.300958351,1.241491205,0,6.783840804,3.200642099,0,10.86056749,5.605537036,0,24.93216629,11.77936958,0,49.70749248,25.53007962,0.896539259,79.97438559,40.57217831,8.479442126,105.1034419,55.25815254,49.83626532,398.8517797,288.9535312,69.61857991,684.3679136,503.9664421,142.8788058,1165.389386,948.1520597,27008.09961,12.1987,2.7932301,1.80413,0.55288034,0,0,0,0,0,0,0,0,0,0,0.015658743,0.017543484,0.028127648,0,0,0,0,0,0,0,76,889,1436,3160,8364,92158,125364,290543,0.597933477,0.402906265,0.607734131,0.640863296,0.662919291,0.677533933,0.711317864,0.717749455,0.699179652,0.695988628,0.673409389,0.690257505,0.682827579
60104,97,8,100,7,72,100,7,100,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463575271,0,0,0,0,0,0,3.403670828,0,0,0,0,0,0,6.25619973,0,0,0,0,0,0,10.33108087,0,0,5.690450308,5.690450308,0,0,37.75598088,0,7.507982373,24.78134082,24.65871686,0.122623963,0.122623963,75.65399658,1.844357677,17.86882664,48.19923482,46.91251966,1.286715153,1.286715153,133.9973228,5.128309376,37.26354501,77.74808654,72.83417455,4.913911994,4.913911994,182.6436587,9.1405456,134.9434867,237.3456462,181.5432792,55.80236694,55.80236694,511.6752321,42.44311048,177.0304509,360.523409,269.3813773,91.1420317,91.1420317,777.300638,117.6548711,220.0309019,470.8944333,349.7784615,121.1159719,121.1159719,959.4750919,160.6814237,0,0.062752135,0,0.085753449,0.15055999,0,0.221741594,0.276632503,0.093159532,0.483530847,0.460553629,0.277920389,1.082934369,1.373620606,2.168957614,2.251478602,5.137844111,6.911152499,3.981466783,9.779743076,12.25584775,5.877499884,16.65014203,20.59398675,14.03586518,65.66498922,70.6742364,35.19629422,132.9031253,138.7137279,75.72802303,240.4389498,233.0893475,128.074856,359.9986582,331.0768803,269.0826736,1241.023865,1062.196546,376.1163577,2112.732545,1760.450548,417.5989325,2921.362063,2266.540692,166496,12.0504999,2.5095799,1.07943,0.610283108,0,0,0.057692308,0.115291848,0.102903501,0.064903846,0.107667357,0.170213618,0.142369115,0.125931195,0.079930555,0.064415152,0.068157481,0,0,0,18,1825,5631,10798,19077,54725,99718,152412,201185,560847,814906,1002248,0.598083918,0.37046479,0.480589483,0.424234685,0.40042078,0.396957999,0.439155457,0.445372352,0.451917671,0.456470643,0.533522673,0.581651374,0.611564336
60106,99,7,100,6,84,99,6,98,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427236663,0,0,0,0,0,0,2.464523621,0.676528688,0,0,0,0,0,6.337796787,2.353087605,3.239505791,7.183134552,7.183134552,0,0,42.04124468,9.479336946,9.405908725,16.51448213,16.51448213,0,0,84.7765698,17.41453211,17.38290062,24.99559188,24.99559188,0,0,150.711883,22.91776134,33.35425597,34.7609863,34.7609863,0,0,219.5658731,24.49747537,134.9567189,189.3368506,153.2933968,36.04345383,36.04345383,569.0735257,70.48336544,185.5398744,337.1427059,265.6041627,71.53854315,71.53854315,809.1210002,130.8872729,229.8520259,472.2385987,370.4647671,101.7738315,101.7738315,1027.224747,194.6065042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604408011,1.822874923,0,1.849196972,7.893955264,1.476289771,2.311493367,12.63848869,6.28759262,4.966333251,61.45342232,50.02061481,32.38174419,129.426508,123.3173535,65.71611406,233.6255057,234.3567924,96.85167045,351.5569818,340.4801628,300.2519725,1164.214027,1024.210813,372.7837497,1970.812019,1582.274815,471.0066233,3051.187595,2420.570632,169883,11.9836998,2.5406899,1.09498,0.684669947,0,0,0,0,0,0.001684312,0.015029458,0.02143468,0.073922357,0.100647992,0.084645968,0.081727102,0.065545002,0,0,0,0,0,0,75,1144,23077,78965,149723,210434,570438,839063,1063244,0.684201882,0.441778336,0.638356837,0.658027305,0.642795334,0.644687682,0.540241961,0.483563083,0.474453955,0.470959074,0.507277304,0.560946247,0.591161272
60204,99,12,99,14,184,92,12,97,11,3,12.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166807588,0,0,0,0,1.924842735,0,2.422363387,1.007057038,0,1.007057038,1.007057038,3.807297806,0,9.219852914,1.236548233,0,1.236548233,1.236548233,5.21518658,0,33.43474952,1.236548233,0,1.236548233,1.236548233,11.02711362,0,55.5609307,7.313833318,0,7.313833318,7.313833318,20.49939359,0,93.52832063,10.13483774,0,10.13483774,10.13483774,34.01810265,0,117.8517983,28.34802349,15.81577692,12.53224657,12.53224657,45.92534547,0,196.1278732,83.59682613,56.24553357,27.35129255,27.35129255,135.7440041,0,234.0186643,120.3088025,84.53556686,35.7732356,35.7732356,220.9741324,0,267.6450277,145.8568591,100.2372729,45.61958617,45.61958617,303.4146348,0,0,0,0.062752135,0,0,0.156880337,0,0,0.313952598,0,0,0.628113524,0,0.197980467,1.672620436,1.818846797,2.245554141,5.222600316,3.962756006,6.469191902,11.27243418,4.882522281,9.011970676,15.31312431,14.36525296,26.17275556,40.44670438,28.18858141,59.7081762,80.09805301,52.57440168,97.73247962,118.8143921,73.02467599,146.9213139,161.1919243,189.6118105,521.3483307,483.2401985,238.3400709,867.5745068,730.1008876,250.7745145,1056.349438,882.7630314,3105.110107,14.8794003,2.7354801,4.7646699,0.213354039,0.428571429,0.448717949,0.535211268,0.524002021,0.462663068,0.376565861,0.201878974,0.135067892,0.108999755,0.096356947,0.063134003,0.076459878,0.102224023,79,79,79,79,866,3666,7275,10277,29547,49793,71315,90228,214168,266213,285874,0.221918416,0.173746401,0.287698943,0.324591969,0.324374837,0.335993396,0.337225654,0.351240002,0.36922365,0.391676897,0.440354795,0.484770418,0.510302003
60211,96,12,94,12,184,99,11,100,11,3,11.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093265112,0,0,0,0,0,0,0.469148094,0,0,0,0,0,0,1.023062088,0,0,0,0,0.64735454,0,1.547758262,0,0,0,0,2.151763582,0,2.181671776,1.849350164,0,1.849350164,1.849350164,3.578612205,0,9.412608925,10.18121615,1.799437194,8.381778951,8.381778951,11.4977196,0,37.25312638,16.90680236,6.314254318,10.59254804,10.59254804,17.97073345,0,79.71864969,26.50872412,13.42547043,13.08325369,13.08325369,26.33620182,0,99.82066224,34.75011829,18.82483185,15.92528643,15.92528643,41.26252078,0,176.7072104,79.87288404,50.64994485,29.22293918,29.22293918,114.5400156,0,231.1591062,117.3847404,81.99300102,35.39173933,35.39173933,203.7066636,0,290.5315867,141.3081801,96.644662,44.66351806,44.66351806,306.2227902,0,0,0,0,0,0.08914377,0,0,0.298365586,0.06757687,0,0.559380992,0.443620887,0,1.207254166,2.196724691,1.063042723,3.277834621,5.672695517,3.116959455,5.650470593,9.381281029,4.304002012,15.06714807,15.99674183,15.21586141,47.2436724,43.74403633,39.34141815,83.43278459,69.04966424,56.14555934,119.8729894,100.4231209,77.16915789,168.869883,148.127862,166.9661258,527.846067,493.7659613,229.9782612,891.1791346,734.3010064,246.6882905,1065.26577,892.7040188,1020.219971,14.9146996,2.6933601,4.5279298,0.642931397,0,0,0,0,0,0.025952652,0.140948944,0.114883204,0.097197282,0.084078323,0.066986615,0.064447794,0.074118874,0,0,0,0,117,2708,5823,7825,16282,28432,49066,67637,190735,246396,285924,0.61771222,0.399614292,0.565446727,0.516446685,0.484137167,0.467209744,0.443358475,0.447584686,0.436662949,0.424172011,0.447021846,0.485165076,0.516018226
60410,100,14,99,14,172,100,14,98,12,3,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082201023,0,0,0,0,0,0,0.192162491,0,0,0,0,0,0,1.420416238,0,1.221325579,0,0,0,0,3.639816704,0,2.717568442,0,0,0,0,5.533072985,0,3.951011459,0,0,0,0,9.517979853,0,9.13288486,0,0,0,0,27.53123257,0,22.0728193,0.718610869,0.718610869,0,0,66.98306503,0,49.77199674,33.43142517,33.43142517,0,0,113.7331441,0,69.6617004,58.56349661,58.56349661,0,0,170.6167533,0,317.7859801,186.9462045,186.9462045,0,0,452.6475696,12.03941504,527.1669576,413.5744012,409.0251261,4.549275127,4.549275127,789.7815383,28.85429484,762.4140767,579.0018616,562.3672617,16.6345999,16.6345999,1159.246322,46.40505417,0.062752135,0,0,0.156880337,0,0,0.299528937,0,0.178825684,0.561958256,0,0.408242682,1.694510551,1.201111482,1.204185668,3.35130495,5.459310248,4.236127994,6.87527891,9.550217308,9.808708211,12.09048549,14.36913633,14.443435,35.35788395,43.04005013,53.11646785,71.41712993,98.13411323,117.2532583,110.3593231,179.0174071,215.0707572,168.2847882,300.5769666,329.9939587,391.4567156,1016.543143,1001.367626,617.9807084,1929.840704,1871.355857,867.9240324,2812.17684,2691.26771,13583,13.2412996,2.25741,4.2170601,0.511957011,0,0,0,0,0,0,0,0,0,0,0.157936968,0.266808734,0.333944213,0,0,0,192,605,4100,7125,11565,54031,115321,204431,326068,1074778,2017396,2868049,0.507584387,0.296904475,0.377763411,0.416914685,0.450438507,0.425555734,0.411736729,0.411511472,0.421112055,0.435773428,0.463552628,0.477953831,0.480868048
60421,99,13,99,13,181,100,13,99,12,3,12.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12667031,0,0,0,0,0.878387126,0,0.399382374,0,0,0,0,2.375703084,0,0.65549893,0,0,0,0,3.647344569,0,0.908732896,0,0,0,0,4.789151254,0,1.913754954,0,0,0,0,11.66938919,0,8.601048393,6.18571628,6.18571628,0,0,34.16215601,0,14.10655635,26.26751116,26.26751116,0,0,54.07432947,0,28.41538872,41.91676958,41.91676958,0,0,96.67769202,0,457.0714629,321.4922258,321.4922258,0,0,444.6182078,2.921516155,906.0778947,535.2488533,535.2488533,0,0,1083.658011,44.2620196,1184.983143,855.2867996,844.940994,10.34580559,10.34580559,1592.274759,53.33493781,0,0.054536593,0.047436991,0,0.131773872,0.124728772,0,0.265204454,0.251043101,0,0.538730431,0.516671681,0.478396719,1.758149027,1.682036689,2.060794849,4.403163617,6.736357189,2.311191688,8.105713433,13.25557462,3.33394242,13.98182419,22.40891366,9.984973721,37.84191833,61.22792643,33.20126943,95.29469333,130.6431735,46.95361027,185.3309929,219.9442561,79.70002853,285.0895179,324.5749414,371.5652669,1081.421024,1074.06012,827.4657453,2488.222444,2459.256331,1207.335094,3868.936543,3486.397899,16892.80078,13.2686996,2.34516,4.2972298,0.303112412,0,0,0,0,0,0,0,0,0,0,0,6.32E-05,0.068331554,0,0,0,0,1579,14720,22811,31389,78329,164813,236813,326687,1065581,2651887,3498153,0.312697488,0.192315795,0.290279625,0.358489685,0.40475485,0.433919721,0.474357784,0.481175371,0.503988473,0.494716192,0.44334562,0.443970503,0.476567132
60428,99,9,99,11,234,100,10,99,10,3,10.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708852014,0.708852142,0.311529512,0,0,0,0,2.597138782,2.597138893,1.237971545,0,0,0,0,4.50228436,5.354317368,1.893527059,0,0,0,0,7.486289752,9.123822509,9.160172791,0,0,0,0,23.39798515,30.26977222,14.9192747,2.157322206,2.157322206,0,0,49.27363429,66.2242913,24.63273433,18.96225334,18.96225334,0,0,72.93829765,106.9354046,36.02872481,27.89960142,27.89960142,0,0,99.58133547,141.4352984,126.9302468,140.3899442,132.5616905,7.828253693,7.828253693,352.5209829,237.8209118,210.7749269,373.2114011,353.4805883,19.73081282,19.73081282,630.7536741,285.9044186,322.5686448,608.119207,575.593745,32.52546203,32.52546203,1079.930623,309.9561388,0,0,0.062752135,0,0,0.156880337,0,0,0.313952598,0,0,0.628113524,0.060253003,1.350821257,2.243550675,1.195851925,4.011658612,5.00697319,1.928829217,6.712215621,9.248986594,3.210031231,11.04135999,15.44104067,16.72258678,42.15050414,59.06503543,41.12894855,89.69518496,128.4244319,52.27436818,157.7229687,202.5308755,61.42527269,234.9755993,270.8702323,206.0572339,817.1085076,657.5977539,425.7804579,1530.368493,1142.999263,640.1334583,2660.974424,2029.684979,35541.39844,13.2051001,2.16659,3.3744099,0.387118563,0,0,0,0,0,0,0,0.002749746,0.001546623,0.002474757,0.001237371,0.000769922,0.000433088,0,0,0,0,1118,3905,8453,14360,53224,113317,192195,293167,570071,931130,1591486,0.403831294,0.306769997,0.43093052,0.449402432,0.451842608,0.427326691,0.423700715,0.42287674,0.416922162,0.422055419,0.490667811,0.519673821,0.550719437
60430,99,16,98,17,149,99,17,100,16,3,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948193657,0.948193657,0,0,0,0,1.108795079,5.425469323,5.425469323,0,0,0,0,2.017313723,10.45420169,10.45420169,0,0,2.106969025,0,2.627501127,16.40915319,16.40915319,0,0,6.766575759,0,12.93605297,29.6238965,29.6238965,0,0,26.89144076,0.571462056,23.530045,55.63865159,55.63865159,0,0,47.77027057,0.571462056,36.07237691,73.54090761,73.54090761,0,0,92.51576078,0.571462056,46.70059212,100.389685,100.389685,0,0,140.8571316,0.571462056,283.6496485,382.3586914,382.3586914,0,0,489.0597434,16.57046114,898.8823236,667.970914,667.970914,0,0,1044.600867,73.42058397,1124.691727,931.4543433,931.4543433,0,0,1598.555153,255.0365551,0,0,0,0,0,0,0,0,0,0,0,0,0.375084393,0.923835546,0,2.123738703,5.679526349,1.969602489,3.300440826,10.8683329,6.166857715,6.035062182,17.81121637,11.00522563,31.31833159,62.029907,54.28243231,49.88352161,122.4360545,104.908092,93.3789615,225.0231884,181.9264131,127.0674679,335.6294391,276.4495987,484.0084724,1130.832529,925.2760862,917.1091032,2260.726398,1921.528727,1260.325502,3793.761439,3323.109814,17628.19922,13.6584997,2.22717,3.4814601,0.418990392,0,0,0,0,0,0,0,0,0,0,0.000633437,0.041737025,0.106371364,0,0,0,0,0,3063,4387,7506,44698,85163,160608,244317,910092,2099571,3387907,0.452572556,0.331244405,0.45449745,0.500865546,0.523308464,0.497686156,0.449506148,0.431679356,0.432146274,0.438381424,0.408375004,0.413793798,0.445968983
60433,100,14,97,14,107,100,13,99,13,3,13.33333333,0,0,0,0,0,0.003689585,0,0,0,0,0,0,0.045856525,0,0,0,0,0,0,0.098093834,0,0,0,0,0,0,0.199070217,0,0,0,0,0,0,0.681575475,0,1.533140065,0,0,0,0,3.722673437,0,3.36570404,0,0,0,0,8.446178717,0.207814281,5.571891438,0,0,0,0,14.75181486,0.737971106,20.08996969,0,0,0,0,52.34043986,4.521915468,85.13711485,25.65371527,25.65371527,0,0,109.0342967,8.923676508,139.4368281,37.86827054,37.86827054,0,0,149.6309376,16.96852128,193.8414613,43.34706818,43.34706818,0,0,190.566848,29.92191421,347.286214,149.7902273,149.7902273,0,0,429.0700693,47.55339055,584.9113632,380.8819697,380.8819697,0,0,818.8692742,55.24505703,1107.555737,700.3177246,700.3177246,0,0,1270.506163,56.38318948,0,0,0,0,0.087913068,0.099723713,0,0.195245637,0.23046348,0,0.418941393,0.489345081,0,1.773974107,1.864221964,0,5.489074614,5.610364092,0,9.304648989,10.69239585,0,15.79320134,20.1732495,15.37363443,63.95827597,88.19596051,56.69699166,153.219876,173.4275669,89.51205352,238.1640833,275.306291,123.4484698,335.3674573,363.8425873,331.8867584,915.2910608,912.6208378,678.1411613,1750.502144,1739.632893,1082.587482,2727.527964,2538.094147,4272.979981,13.6173,2.2674,4.1272001,0.172007835,0,0,0,0,0,0,0,0,0.042187367,0.07231714,0.301184249,0.378105779,0.41668547,0,0,0,533,4663,22189,38141,58047,166547,312863,455242,613774,1297981,2142409,2863919,0.179765481,0.131609333,0.228733042,0.285976197,0.271154218,0.264689865,0.334218197,0.360688574,0.3794296,0.384965387,0.435401869,0.438999602,0.429719683
60434,99,10,98,9,110,98,9,99,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799209745,0,0,0,0,0,0,3.389080403,0,0,0,0,0,0,4.598233421,0,0.277627468,0,0,0,0,21.48972351,0,5.009723626,16.74991238,16.74991238,0,0,36.61241094,0,9.404240478,36.68046842,36.68046842,0,0,63.85723275,8.060849059,23.92936667,67.8436521,67.8436521,0,0,100.1684153,20.99225141,128.0899629,222.0024597,222.0024597,0,0,325.4857323,53.71112329,280.4024354,504.8940052,504.8940052,0,0,625.07307,107.4417003,475.8332011,711.7188259,710.7881756,0.930650389,0.930650389,1020.608597,224.2472214,0,0,0,0,0,0,0,0.130703586,0,0,0.409706526,0,0,2.293034323,0,0,7.263155184,3.398191334,0,13.97226249,9.395444824,0,23.01166422,18.24436484,3.891176863,77.43772871,78.99844344,22.50241996,147.0439823,153.2715763,47.92248747,243.548119,265.1666303,73.97863247,343.6679947,369.7900686,269.5119402,936.366003,906.535382,517.4316659,1667.892919,1395.531351,790.1122736,2459.319634,2015.550905,27040.5,13.7370005,2.25734,2.5537701,0.363954801,0,0,0,0,0,0,0,0,0,0,0.135786772,0.236942588,0.290724864,0,0,0,0,0,0,1503,3203,28206,68081,122765,225687,681514,1029045,1662679,0.417953786,0.339785389,0.590829368,0.587908755,0.61026828,0.61974402,0.561437718,0.518460553,0.500286158,0.479277296,0.46918841,0.477647622,0.487913218
60435,98,17,98,17,92,90,17,100,15,3,16.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0.023651832,0,0,0,0,0,0,0.089739771,0,0,0,0,0,0,0.194963905,0,0.493325076,0,0,0,0,0.497913342,0,1.984313895,0,0,0,0,0.998953541,0,18.9604289,0.104298838,0.104298838,0,0,2.940572431,0.226828567,41.85394446,6.575751005,6.575751005,0,0,4.438676844,0.785552673,95.09359534,18.83799495,18.83799495,0,0,21.81283273,4.830069961,121.8165617,38.66286306,38.66286306,0,0,43.13254275,8.366047637,133.0084376,56.60092143,56.60092143,0,0,75.027278,8.638448547,143.9783923,72.17268999,72.17268999,0,0,109.3637012,9.301149901,273.7698623,198.8083248,198.8083248,0,0,372.0231257,24.73296961,483.4667644,481.4118502,481.4118502,0,0,770.3006081,40.78487111,807.2614478,824.5058706,824.5058706,0,0,1245.063419,138.0205874,0,0.062752135,0,0.04830665,0.155877425,0,0.201207066,0.292225168,0,0.464697962,0.55334337,0,1.239396166,1.327020871,0,3.303193349,3.207152224,0.445755948,10.18949252,5.486168652,1.574044452,14.253835,9.422048115,6.171004613,45.75844026,35.74975909,37.27879604,76.36443468,83.21567474,81.97170499,107.8350151,158.5653991,131.3378954,127.6318133,237.1628065,190.8735818,317.2976565,781.353753,760.8092303,675.1154125,1745.165655,1552.867624,1125.00565,2950.579471,2542.263322,14347.2998,13.8093996,2.2344501,2.5121601,0.302573066,0,0,0,0,0,0,0,0.031999559,0.156324795,0.235694424,0.342252106,0.352082602,0.361003192,0,0,0,0,469,469,851,2433,26637,66556,117698,168413,779957,1677575,2624367,0.326041069,0.210733328,0.223011089,0.235868216,0.24388737,0.248789739,0.290706915,0.326589859,0.37311919,0.405462888,0.427678892,0.414118326,0.424585233
60512,100,12,99,12,94,100,12,99,12,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459134341,0,0,0,0,0,0,1.773874039,0,0,0,0,2.646215318,0,4.097605815,0,0,0,0,8.643362021,0.432407052,13.08520025,0,0,0,0,13.52861308,2.224768783,54.61062692,0,0,0,0,41.13446593,6.655523239,99.14151239,5.673781582,5.673781582,0,0,68.04988283,9.047211715,177.2969872,15.29157075,15.29157075,0,0,102.5080669,14.44280256,257.1676868,44.26025621,43.39582022,0.864435991,0.864435991,139.1102366,27.07898723,375.5769433,228.6665576,210.867639,17.7989186,17.7989186,343.140656,99.80532123,430.2055021,328.5741213,283.2641974,45.30992391,45.30992391,551.0338705,197.5540009,490.4871856,412.8583954,349.7511736,63.10722181,63.10722181,758.5848454,243.2754997,0,0.061074614,0,0,0.140425646,0,0,0.26977024,0,0.382372527,0.397232881,0.425804076,1.129471462,0.412880839,2.916618935,2.373258403,0.921896611,7.411733488,4.681850903,2.851269545,12.92671101,9.585547198,5.591083063,20.59051117,32.05709967,40.50367861,65.3934925,52.62454333,82.4550008,108.0408653,80.5054292,147.5348771,173.9223657,103.9862602,242.6162849,260.8692973,227.7210301,984.7202943,955.7504699,307.0292307,1739.978253,1606.610008,337.8634433,2297.612124,1973.077364,1716.939941,13.6378002,2.0055101,3.06055,0.228192307,0,0,0,0,0,0,0.126659189,0.23005332,0.239005274,0.228290946,0.161195924,0.162097924,0.164789205,0,0,0,77,576,4923,9430,16116,65507,99690,137093,189919,462852,622384,730326,0.243772131,0.214495654,0.277701942,0.251084473,0.252124296,0.277336426,0.354347542,0.377713075,0.404114697,0.423740857,0.525766949,0.582830561,0.613236548
60513,99,9,99,9,212,98,9,99,8,3,8.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.230518139,0,0,0,0,0,0,5.101469978,0,0,0,0,0,0,8.329428044,0,3.08016497,8.302464296,8.302464296,0,0,38.37626338,3.793000489,25.35302967,22.84130219,21.3551821,1.486120099,1.486120099,78.30126978,10.71323671,48.84980975,32.38956348,29.4578596,2.931703881,2.931703881,131.5466169,18.84714767,138.8882273,52.4900697,48.35224989,4.137819782,4.137819782,170.1680624,21.84789526,365.00942,199.4541265,179.7738465,19.68027997,19.68027997,336.7302769,60.21472489,423.1043088,308.7244042,264.0328469,44.69155726,44.69155726,537.1115617,145.1173962,500.4433426,392.0480274,329.2270589,62.82096842,62.82096842,748.2431305,225.8808074,0,0.039082052,0,0,0.117841668,0,0,0.239847599,0.110625141,0,0.426679948,0.410773939,0,0.990684989,2.219583169,1.078128376,2.169641013,5.493886359,3.166644891,5.83382855,11.11472728,5.052205964,8.542626415,16.11817974,20.04303709,44.43169856,59.86063319,34.24314268,91.56547883,124.0436724,57.81165103,160.5904666,211.6521323,97.32430075,253.1742144,303.448976,215.0690852,935.4903846,905.0520132,284.754388,1659.989187,1509.292463,334.3119584,2141.339906,1877.161963,4867.609863,13.0750999,2.4153199,3.1424,0.428766097,0,0,0,0,0,0,0,0,0,0.030643697,0.117582146,0.138231738,0.146856022,0,0,0,31,338,2235,7410,11744,43821,112140,196195,254369,432026,582952,710935,0.457494765,0.325897233,0.454750947,0.429295635,0.417138331,0.415106206,0.420049921,0.425111097,0.427682309,0.440155043,0.538513373,0.591020405,0.613251646
