,NAPS ID,percent completeness_2013,mean_2013,percent completeness_2014,mean_2014,elevation,percent completeness_2015,mean_2015,percent completeness_2016,mean_2016,numObs,meanNO2_2014_2016,eR10m,Ra25m,aR25m,bR25m,cR25m,eR25m,fR25m,Ra50m,aR50m,bR50m,cR50m,eR50m,fR50m,Ra100m,aR100m,bR100m,cR100m,eR100m,fR100m,Ra250m,aR250m,bR250m,cR250m,eR250m,fR250m,Ra500m,aR500m,bR500m,cR500m,eR500m,fR500m,Ra750m,aR750m,bR750m,cR750m,eR750m,fR750m,Ra1000m,aR1000m,bR1000m,cR1000m,eR1000m,fR1000m,Ra2000m,aR2000m,bR2000m,cR2000m,eR2000m,fR2000m,Ra3000m,aR3000m,bR3000m,cR3000m,eR3000m,fR3000m,Ra4000m,aR4000m,bR4000m,cR4000m,eR4000m,fR4000m,Ra5000m,aR5000m,bR5000m,cR5000m,eR5000m,fR5000m,Ra10000m,aR10000m,bR10000m,cR10000m,eR10000m,fR10000m,Ra15000m,aR15000m,bR15000m,cR15000m,eR15000m,fR15000m,Ra20000m,aR20000m,bR20000m,cR20000m,eR20000m,fR20000m,aL10m,bL10m,cL10m,aL25m,bL25m,cL25m,aL50m,bL50m,cL50m,aL100m,bL100m,cL100m,aL250m,bL250m,cL250m,aL500m,bL500m,cL500m,aL750m,bL750m,cL750m,aL1000m,bL1000m,cL1000m,aL2000m,bL2000m,cL2000m,aL3000m,bL3000m,cL3000m,aL4000m,bL4000m,cL4000m,aL5000m,bL5000m,cL5000m,aL10000m,bL10000m,cL10000m,aL15000m,bL15000m,cL15000m,aL20000m,bL20000m,cL20000m,port_dist,te_14_16,pr_14_16,sat_10_12,N650m,wa50m,wa100m,wa250m,wa500m,wa750m,wa1000m,wa2000m,wa3000m,wa4000m,wa5000m,wa10000m,wa15000m,wa20000m,PD10,PD25,PD50,PD100,PD250,PD500,PD750,PD1000,PD2000,PD3000,PD4000,PD5000,PD10000,PD15000,PD20000,NDVI_14_16_50m,NDVI_14_16_100m,NDVI_14_16_250m,NDVI_14_16_500m,NDVI_14_16_750m,NDVI_14_16_1000m,NDVI_14_16_2000m,NDVI_14_16_3000m,NDVI_14_16_4000m,NDVI_14_16_5000m,NDVI_14_16_10000m,NDVI_14_16_15000m,NDVI_14_16_20000m,dR50m,dR100m,dR250m,dR500m.1,dR750m.1,dR1000m.1,dR2000m.1,dR3000m.1,dR4000m.1,dR5000m.1,dR10000m.1,dR15000m,dR20000m,alRds50m,alRds100m,alRds250m,alRds500m,alRds750m,alRds1000m,alRds2000m,alRds3000m,alRds4000m,alRds5000m,alRds10000m,alRds15000m,alRds20000m
40,55702,,,,,,,,98.0,5.0,1,5.0,0.0,0.0,0.023534791,0.0,0.023534791,0.0,0,0.0,0.162355308,0.0,0.162355308,0.0,0.0,0.0,0.382674209,0.0,0.382674209,0.0,0.0,0.0,0.993865777,0.0,0.993865777,0.0,0.0,0.0,2.3579482069999997,0.0,2.3579482069999997,0.0,0.0,0.0,3.6402579210000003,0.0,3.6402579210000003,0.0,0.0,0.0,4.739733485,0.0,4.739733485,1.105013531,0.0,6.107320303,12.00098367,0.614762059,11.38622161,6.437460905,0.0,14.08639271,33.35792911,17.49620314,15.86172597,15.02337975,0.0,30.23943243,45.838595500000004,23.59273852,22.24585699,26.58692636,0.0,59.96983845,74.93178086,44.17424557,30.7575353,44.801999200000004,0.0,158.6628116,350.0182271,220.2013913,129.8168357,157.6068159,182.8542868,341.5257395,665.0558861000001,408.9401943,256.1156917,267.7956215,446.7888779,404.638658,903.5650845,510.4055541999999,393.15953030000003,359.6710668,577.2116315000001,0.062752135,0.0,0.0,0.15587488300000002,0.04807518400000001,0.0,0.324522667,0.206554529,0.0,0.8971700109999999,0.5019747410000001,0.167145867,2.3123830930000002,1.4651099909999998,1.61311557,3.1241327830000003,4.213855788,4.092744624,4.676877838999999,6.674959568999999,8.40928706,5.403850424,11.65167765,14.81567532,15.14783357,45.39677625,46.33417108,33.53004547,87.59436039,68.41705141,50.68761271,142.5888861,118.26836509999998,67.95350419,204.08510719999998,167.5633116,200.2523408,800.0837173,700.7959977,295.81903230000006,1556.712394,1314.128185,352.0597053,2231.212703,1827.9940350000002,2797.060059,10.104700099999999,3.63025,1.12542,0.387977436,0.0,0.0,0.0,0.0,0.0,0.0,0.066987189,0.20102891399999998,0.253775417,0.270018805,0.147784799,0.10290431900000001,0.086372973,0,0,0,0,0,241,1706,4270,21981,36284,50916,81858,325200,576059,710636,0.433443743,0.305015863,0.41391622299999997,0.51557621,0.51811716,0.501426567,0.506941885,0.531248021,0.543175528,0.546167624,0.575763742,0.617109985,0.651987203,0.0,0.21347019,1.346870365,4.768443406,13.50587642,27.5977104,105.1355317,190.1697587,278.0274332,373.4818434,1392.044537,2689.915319,3735.5320039999997,0.162355308,0.5961443989999999,2.340736142,2.3579482069999997,3.6402579210000003,5.844747016,18.438444574000002,48.381308860000004,72.42552187000001,119.73378007,507.62504290000004,3622.7668265,4998.768155299999
41,60104,97.0,8.0,100.0,7.0,72.0,100.0,7.0,100.0,7.0,3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463575271,0.0,0.0,0.0,0.0,0.0,3.403670828,0.0,0.0,0.0,0.0,0.0,6.25619973,0.0,0.0,0.0,0.0,0.0,10.33108087,0.0,0.0,5.690450308,5.690450308,0.0,37.75598088,0.0,7.507982373,24.78134082,24.65871686,0.122623963,75.65399658,1.8443576769999999,17.86882664,48.19923482,46.91251966,1.286715153,133.99732279999998,5.128309376,37.26354501,77.74808654,72.83417455,4.913911993999999,182.64365869999997,9.1405456,134.9434867,237.34564619999998,181.5432792,55.80236694,511.6752321000001,42.44311048,177.0304509,360.52340899999996,269.3813773,91.1420317,777.3006379999999,117.6548711,220.03090189999998,470.89443330000006,349.77846150000005,121.1159719,959.4750918999999,160.6814237,0.0,0.062752135,0.0,0.08575344900000001,0.15055999,0.0,0.221741594,0.27663250300000003,0.09315953199999999,0.48353084700000004,0.46055362899999996,0.277920389,1.082934369,1.373620606,2.168957614,2.2514786019999997,5.137844111000001,6.911152499,3.981466783,9.779743076,12.25584775,5.877499884,16.65014203,20.59398675,14.03586518,65.66498922,70.67423640000001,35.19629422,132.9031253,138.7137279,75.72802303,240.43894980000002,233.0893475,128.074856,359.99865819999997,331.0768803,269.0826736,1241.0238650000001,1062.1965460000001,376.1163577,2112.732545,1760.450548,417.59893250000005,2921.362063,2266.540692,166496.0,12.050499900000002,2.5095799,1.07943,0.610283108,0.0,0.0,0.057692308,0.115291848,0.102903501,0.064903846,0.10766735699999999,0.170213618,0.142369115,0.125931195,0.079930555,0.064415152,0.06815748099999999,0,0,0,18,1825,5631,10798,19077,54725,99718,152412,201185,560847,814906,1002248,0.5980839179999999,0.37046479,0.480589483,0.424234685,0.40042078,0.396957999,0.439155457,0.445372352,0.451917671,0.45647064299999995,0.533522673,0.581651374,0.611564336,0.095230148,0.268168862,1.654558574,8.07420101,20.14439661,39.60634443,143.0162558,255.18521719999998,414.7751055,612.3471987,1947.848435,3265.9734120000003,4440.243316,0.095230148,0.268168862,2.118133845,3.403670828,6.25619973,10.33108087,43.446431188000005,100.43533740299999,182.19655761299998,260.391745244,749.02087824,4403.797459,5870.6128413
42,60106,99.0,7.0,100.0,6.0,84.0,99.0,6.0,98.0,6.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42723666299999996,0.0,0.0,0.0,0.0,0.0,2.464523621,0.676528688,0.0,0.0,0.0,0.0,6.337796787,2.353087605,3.239505791,7.183134552,7.183134552,0.0,42.04124468,9.479336946,9.405908725,16.51448213,16.51448213,0.0,84.7765698,17.41453211,17.38290062,24.99559188,24.99559188,0.0,150.711883,22.91776134,33.35425597,34.76098629999999,34.76098629999999,0.0,219.5658731,24.49747537,134.9567189,189.3368506,153.2933968,36.04345383,569.0735257,70.48336544,185.5398744,337.1427059,265.60416269999996,71.53854315,809.1210002,130.8872729,229.8520259,472.23859869999995,370.4647671,101.7738315,1027.224747,194.6065042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604408011,1.822874923,0.0,1.8491969719999999,7.893955264,1.476289771,2.3114933669999997,12.63848869,6.28759262,4.966333251,61.45342232,50.02061481,32.38174419,129.426508,123.3173535,65.71611406,233.6255057,234.35679240000002,96.85167045,351.5569818,340.4801628,300.2519725,1164.214027,1024.2108130000001,372.7837497,1970.8120190000002,1582.274815,471.0066233,3051.187595,2420.570632,169883.0,11.9836998,2.5406899,1.0949799999999998,0.6846699470000001,0.0,0.0,0.0,0.0,0.0,0.001684312,0.015029458,0.02143468,0.07392235700000001,0.10064799199999999,0.084645968,0.081727102,0.065545002,0,0,0,0,0,0,75,1144,23077,78965,149723,210434,570438,839063,1063244,0.684201882,0.441778336,0.638356837,0.658027305,0.642795334,0.644687682,0.540241961,0.48356308299999995,0.474453955,0.470959074,0.507277304,0.5609462470000001,0.591161272,0.0,0.0,0.369959913,1.638179807,3.5287034110000004,8.57742003,83.1644864,249.7726063,461.3700546,645.1063163,1985.6801030000001,3259.496855,4712.831184000001,0.0,0.0,0.369959913,0.42723666299999996,2.464523621,6.337796787,49.224379232,101.29105193000001,175.70747488,254.3268594,758.41037633,4405.7605610499995,6212.294529600001
43,60204,99.0,12.0,99.0,14.0,184.0,92.0,12.0,97.0,11.0,3,12.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166807588,0.0,0.0,0.0,1.924842735,0.0,2.422363387,1.007057038,0.0,1.007057038,3.8072978060000002,0.0,9.219852914,1.236548233,0.0,1.236548233,5.21518658,0.0,33.43474952,1.236548233,0.0,1.236548233,11.02711362,0.0,55.5609307,7.3138333179999995,0.0,7.3138333179999995,20.49939359,0.0,93.52832063,10.13483774,0.0,10.13483774,34.01810265,0.0,117.8517983,28.34802349,15.81577692,12.53224657,45.92534547,0.0,196.12787319999998,83.59682613,56.24553357,27.35129255,135.74400409999998,0.0,234.0186643,120.30880249999998,84.53556686,35.7732356,220.9741324,0.0,267.64502769999996,145.8568591,100.23727290000001,45.61958617,303.41463480000004,0.0,0.0,0.0,0.062752135,0.0,0.0,0.15688033699999998,0.0,0.0,0.313952598,0.0,0.0,0.628113524,0.0,0.197980467,1.6726204359999999,1.818846797,2.245554141,5.222600316,3.962756006,6.469191902,11.27243418,4.882522281,9.011970676,15.31312431,14.36525296,26.17275556,40.44670438,28.18858141,59.7081762,80.09805301,52.57440168,97.73247962,118.81439209999999,73.02467599,146.9213139,161.1919243,189.6118105,521.3483307,483.2401985,238.34007090000003,867.5745068,730.1008876,250.7745145,1056.3494380000002,882.7630313999999,3105.110107,14.8794003,2.7354800999999997,4.7646699,0.213354039,0.428571429,0.448717949,0.535211268,0.524002021,0.46266306799999996,0.376565861,0.201878974,0.135067892,0.108999755,0.096356947,0.063134003,0.076459878,0.10222402300000001,79,79,79,79,866,3666,7275,10277,29547,49793,71315,90228,214168,266213,285874,0.221918416,0.17374640100000002,0.287698943,0.324591969,0.32437483699999997,0.335993396,0.337225654,0.35124000200000005,0.36922365,0.391676897,0.440354795,0.484770418,0.510302003,0.0,0.547217205,3.36549249,9.194942195,17.57186432,27.34570732,97.15732539,187.4969173,295.5095868,397.6586777,1066.901817,1443.510097,1694.578368,0.0,0.547217205,3.36549249,1.924842735,4.814354844,6.451734813,12.263661853,27.813226908,44.152940390000005,74.27336896,219.34083022,1784.79303186,2143.84986187
44,60211,96.0,12.0,94.0,12.0,184.0,99.0,11.0,100.0,11.0,3,11.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.093265112,0.0,0.0,0.0,0.0,0.0,0.46914809399999996,0.0,0.0,0.0,0.0,0.0,1.0230620879999999,0.0,0.0,0.0,0.64735454,0.0,1.5477582619999999,0.0,0.0,0.0,2.151763582,0.0,2.181671776,1.849350164,0.0,1.849350164,3.578612205,0.0,9.412608925,10.18121615,1.799437194,8.381778951,11.4977196,0.0,37.25312638,16.90680236,6.314254318,10.59254804,17.97073345,0.0,79.71864969,26.50872412,13.42547043,13.08325369,26.33620182,0.0,99.82066224,34.75011829,18.82483185,15.92528643,41.26252078,0.0,176.7072104,79.87288404,50.64994485,29.22293918,114.54001559999999,0.0,231.1591062,117.38474040000001,81.99300102,35.39173933,203.70666359999998,0.0,290.5315867,141.3081801,96.644662,44.66351806,306.22279019999996,0.0,0.0,0.0,0.0,0.0,0.08914377,0.0,0.0,0.298365586,0.06757687,0.0,0.559380992,0.443620887,0.0,1.207254166,2.196724691,1.063042723,3.2778346210000002,5.672695517,3.116959455,5.650470593,9.381281029,4.304002012,15.06714807,15.99674183,15.21586141,47.2436724,43.74403633,39.34141815,83.43278459,69.04966424,56.14555934,119.87298940000001,100.4231209,77.16915789,168.86988300000002,148.12786200000002,166.96612580000001,527.846067,493.7659613,229.97826119999996,891.1791346000001,734.3010063999999,246.6882905,1065.26577,892.7040188,1020.2199710000001,14.914699599999999,2.6933601,4.5279298,0.642931397,0.0,0.0,0.0,0.0,0.0,0.025952652000000003,0.140948944,0.114883204,0.097197282,0.08407832300000001,0.066986615,0.064447794,0.074118874,0,0,0,0,117,2708,5823,7825,16282,28432,49066,67637,190735,246396,285924,0.61771222,0.39961429200000004,0.565446727,0.516446685,0.48413716700000003,0.467209744,0.443358475,0.447584686,0.43666294899999997,0.424172011,0.447021846,0.48516507600000003,0.516018226,0.180555717,0.426066987,1.89074951,9.505877459,19.48747499,31.11371495,79.6880917,157.4008556,241.48619559999997,345.4569565,1009.051468,1373.038499,1703.9381870000002,0.180555717,0.426066987,1.89074951,0.64735454,2.151763582,5.427962369,21.678935744999997,34.877535808000005,52.844925939999996,76.01263906,194.41289962999997,1694.1299029499999,2151.4691572600004
45,60304,,,100.0,4.0,83.5,99.0,4.0,100.0,4.0,3,4.0,0.0,0.034551494,0.0,0.0,0.0,0.0,0,0.090977856,0.0,0.0,0.0,0.0,0.0,0.193066144,0.0,0.0,0.0,0.08805704,0.0,0.49495137200000006,0.0,0.0,0.0,0.618186772,0.0,1.005786388,0.0,0.0,0.0,1.836707965,0.166052479,1.5061694190000001,0.0,0.0,0.0,3.304585037,0.525706333,2.006162893,0.0,0.0,0.0,5.508794982,1.574205717,5.62386873,0.0,0.0,0.0,14.41728679,3.4383441360000004,11.25340875,7.008045517,0.0,7.008045517,30.3935892,7.473038385,19.512064499999997,9.467733437,0.0,9.467733437,46.06475229,12.28736134,35.83250472,11.61604633,0.0,11.61604633,67.98373414,16.03248793,60.4558323,61.74990659,40.72188285,21.02802374,143.13493880000001,25.66107045,77.00992417,98.43083614,67.43657021,30.99426593,213.62518819999997,26.2835282,101.45863,135.5181949,93.36262646,42.15556849,293.9041889,26.2835282,0.0,0.0,0.062752135,0.0,0.0,0.15688033699999998,0.0,0.0,0.313952598,0.0,0.0,0.628113524,0.0,0.127439995,1.698030346,0.0,2.559954432,5.444596081,1.22302134,5.5766763710000005,8.933383023,3.062636083,8.750674156,13.23562483,9.175327604,24.75708872,30.75335324,19.82557938,64.59042228,64.72341413,35.39374762,117.88107240000002,111.2637754,52.75886151,185.9806941,175.9581466,90.0452423,579.7691431,431.65600889999996,91.72670546,940.6105325,592.1481959,93.84860350000001,1237.603337,641.8480455,188939.0,12.8242998,2.46033,1.07392,0.6768652279999999,0.0,0.0,0.0,0.0,0.003924989,0.03707341,0.302855565,0.370433977,0.409425152,0.444046404,0.37545894700000004,0.361667733,0.393049539,0,0,0,0,387,754,1422,3446,12019,27036,47145,59893,116637,131117,139546,0.599065802,0.340429555,0.48512186399999996,0.47707425700000006,0.466904565,0.487834865,0.511430293,0.480102099,0.484877711,0.497825401,0.597567827,0.637057676,0.6506806239999999,0.053946108,0.161601911,2.073225146,7.228193691,10.94443503,15.78071256,53.94735285,106.1578993,176.0138629,251.6754367,667.2004373,932.3903155999999,1237.359174,0.053946108,0.249658951,2.691411918,1.836707965,3.304585037,5.508794982,14.41728679,37.401634717,55.532485727,79.59978047,204.88484539,1244.44633994,1666.78155785
46,60410,100.0,14.0,99.0,14.0,172.0,100.0,14.0,98.0,12.0,3,13.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.082201023,0.0,0.0,0.0,0.0,0.0,0.19216249100000002,0.0,0.0,0.0,0.0,0.0,1.420416238,0.0,1.2213255790000002,0.0,0.0,0.0,3.639816704,0.0,2.7175684419999997,0.0,0.0,0.0,5.533072985,0.0,3.9510114589999996,0.0,0.0,0.0,9.517979853,0.0,9.13288486,0.0,0.0,0.0,27.53123257,0.0,22.0728193,0.718610869,0.718610869,0.0,66.98306503,0.0,49.77199674,33.43142517,33.43142517,0.0,113.73314409999999,0.0,69.6617004,58.56349661,58.56349661,0.0,170.6167533,0.0,317.7859801,186.9462045,186.9462045,0.0,452.64756960000005,12.03941504,527.1669576,413.5744012,409.0251261,4.549275127,789.7815383,28.85429484,762.4140767000001,579.0018616,562.3672617000001,16.6345999,1159.246322,46.40505417,0.062752135,0.0,0.0,0.15688033699999998,0.0,0.0,0.299528937,0.0,0.17882568399999998,0.561958256,0.0,0.408242682,1.694510551,1.201111482,1.204185668,3.35130495,5.4593102479999995,4.236127993999999,6.87527891,9.550217307999999,9.808708211,12.09048549,14.36913633,14.443435000000001,35.35788395,43.04005013,53.11646785,71.41712993,98.13411323,117.25325829999998,110.3593231,179.01740709999999,215.07075719999997,168.2847882,300.57696660000005,329.9939587,391.45671560000005,1016.543143,1001.367626,617.9807084,1929.840704,1871.355857,867.9240323999999,2812.1768399999996,2691.26771,13583.0,13.241299599999998,2.2574099999999997,4.217060099999999,0.511957011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157936968,0.266808734,0.333944213,0,0,0,192,605,4100,7125,11565,54031,115321,204431,326068,1074778,2017396,2868049,0.5075843870000001,0.296904475,0.377763411,0.416914685,0.45043850700000004,0.42555573399999996,0.41173672899999997,0.41151147200000004,0.421112055,0.43577342799999996,0.46355262799999997,0.477953831,0.480868048,0.0,0.30429458,1.7516839119999998,4.113347697,10.049895199999998,20.00307233,91.08713155,205.0962155,382.67454669999995,596.4983272000001,2033.608313,3839.126427,5751.705414,0.082201023,0.496457071,3.17210015,3.639816704,5.533072985,9.517979853,27.53123257,67.70167589900001,147.16456927,229.18024991,639.5937741,5042.482366527,7489.9535976
47,60421,99.0,13.0,99.0,13.0,181.0,100.0,13.0,99.0,12.0,3,12.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12667031,0.0,0.0,0.0,0.8783871259999999,0.0,0.399382374,0.0,0.0,0.0,2.375703084,0.0,0.65549893,0.0,0.0,0.0,3.647344569,0.0,0.908732896,0.0,0.0,0.0,4.789151254,0.0,1.913754954,0.0,0.0,0.0,11.66938919,0.0,8.601048393,6.18571628,6.18571628,0.0,34.16215601,0.0,14.10655635,26.26751116,26.26751116,0.0,54.07432947,0.0,28.41538872,41.91676958,41.91676958,0.0,96.67769202,0.0,457.0714629,321.49222579999997,321.49222579999997,0.0,444.6182078,2.921516155,906.0778947000001,535.2488533,535.2488533,0.0,1083.658011,44.2620196,1184.983143,855.2867995999999,844.9409939999999,10.34580559,1592.274759,53.33493781,0.0,0.054536593,0.047436991,0.0,0.131773872,0.12472877199999999,0.0,0.265204454,0.251043101,0.0,0.5387304310000001,0.516671681,0.47839671899999997,1.758149027,1.682036689,2.060794849,4.403163617,6.736357189,2.311191688,8.105713433,13.25557462,3.33394242,13.98182419,22.40891366,9.984973721,37.84191833,61.22792643,33.20126943,95.29469333,130.64317350000002,46.95361027,185.3309929,219.94425609999996,79.70002853,285.0895179,324.5749414,371.5652669,1081.421024,1074.0601199999999,827.4657453,2488.222444,2459.256331,1207.335094,3868.936543,3486.397899,16892.80078,13.268699599999998,2.34516,4.297229799999999,0.303112412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32e-05,0.068331554,0,0,0,0,1579,14720,22811,31389,78329,164813,236813,326687,1065581,2651887,3498153,0.312697488,0.192315795,0.290279625,0.358489685,0.40475485,0.43391972100000004,0.474357784,0.481175371,0.5039884729999999,0.49471619200000005,0.44334562,0.44397050299999996,0.476567132,0.080427653,0.247819013,1.067026663,6.049945659,16.28983245,32.86716861,130.1418498,269.2756835,446.25705880000004,678.8420428999999,2352.735222,5320.955704999999,7529.649006999999,0.080427653,0.247819013,1.9454137889999998,2.375703084,3.647344569,4.789151254,11.66938919,40.34787229,80.34184063000001,138.5944616,766.1104336,6939.862569299999,9977.21056559
48,60428,99.0,9.0,99.0,11.0,234.0,100.0,10.0,99.0,10.0,3,10.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7088520140000001,0.708852142,0.311529512,0.0,0.0,0.0,2.597138782,2.5971388930000003,1.237971545,0.0,0.0,0.0,4.50228436,5.354317368,1.893527059,0.0,0.0,0.0,7.486289752,9.123822509,9.160172791,0.0,0.0,0.0,23.39798515,30.26977222,14.9192747,2.157322206,2.157322206,0.0,49.27363429,66.22429129999999,24.63273433,18.96225334,18.96225334,0.0,72.93829765,106.93540459999998,36.02872481,27.89960142,27.89960142,0.0,99.58133547,141.43529840000002,126.93024679999999,140.38994419999997,132.5616905,7.828253693,352.5209829,237.82091180000003,210.7749269,373.21140110000005,353.48058829999997,19.73081282,630.7536741,285.90441860000004,322.5686448,608.1192070000001,575.593745,32.52546203,1079.930623,309.9561388,0.0,0.0,0.062752135,0.0,0.0,0.15688033699999998,0.0,0.0,0.313952598,0.0,0.0,0.628113524,0.060253003,1.3508212569999998,2.243550675,1.195851925,4.011658612,5.00697319,1.9288292169999999,6.712215621,9.248986594,3.2100312310000003,11.04135999,15.44104067,16.72258678,42.15050414,59.06503543,41.12894855,89.69518496,128.4244319,52.27436818,157.7229687,202.53087549999998,61.42527269,234.97559930000003,270.87023230000005,206.05723390000003,817.1085076,657.5977539,425.7804579,1530.368493,1142.9992630000002,640.1334582999999,2660.974424,2029.6849789999999,35541.39844,13.2051001,2.1665900000000002,3.3744099000000003,0.38711856299999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002749746,0.0015466229999999998,0.002474757,0.0012373710000000001,0.0007699219999999999,0.00043308800000000004,0,0,0,0,1118,3905,8453,14360,53224,113317,192195,293167,570071,931130,1591486,0.403831294,0.306769997,0.43093052,0.449402432,0.451842608,0.42732669100000004,0.423700715,0.42287674,0.41692216200000004,0.422055419,0.490667811,0.519673821,0.550719437,0.079035355,0.241477315,1.900013358,8.234118439,16.3483327,28.70516631,104.6979824,251.5996122,454.7795613,713.7294012,1560.835972,2883.792166,4791.100975,0.079035355,0.241477315,2.6088653720000003,2.597138782,4.50228436,7.486289752,23.39798515,51.43095649599999,91.90055099,127.48093689,492.91092709299994,3887.75724122,6479.150805030001
49,60430,99.0,16.0,98.0,17.0,149.0,99.0,17.0,100.0,16.0,3,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.948193657,0.948193657,0.0,0.0,0.0,1.108795079,5.425469323,5.425469323,0.0,0.0,0.0,2.017313723,10.45420169,10.45420169,0.0,2.106969025,0.0,2.627501127,16.40915319,16.40915319,0.0,6.766575759,0.0,12.93605297,29.623896500000004,29.623896500000004,0.0,26.89144076,0.571462056,23.530045,55.63865159,55.63865159,0.0,47.77027057,0.571462056,36.07237691,73.54090761,73.54090761,0.0,92.51576078,0.571462056,46.70059212,100.389685,100.389685,0.0,140.85713159999997,0.571462056,283.6496485,382.3586914,382.3586914,0.0,489.05974339999995,16.57046114,898.8823236,667.970914,667.970914,0.0,1044.6008669999999,73.42058397,1124.691727,931.4543433,931.4543433,0.0,1598.555153,255.0365551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37508439299999996,0.923835546,0.0,2.1237387030000003,5.679526349,1.9696024890000001,3.3004408260000004,10.8683329,6.166857715,6.035062182000001,17.81121637,11.00522563,31.31833159,62.029906999999994,54.28243231,49.88352161,122.4360545,104.908092,93.3789615,225.0231884,181.92641310000002,127.0674679,335.6294391,276.44959869999997,484.00847239999996,1130.832529,925.2760862,917.1091031999999,2260.7263980000002,1921.528727,1260.325502,3793.761439,3323.109814,17628.19922,13.6584997,2.22717,3.4814601,0.41899039200000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006334369999999999,0.041737025,0.10637136400000001,0,0,0,0,0,3063,4387,7506,44698,85163,160608,244317,910092,2099571,3387907,0.452572556,0.331244405,0.45449745,0.500865546,0.523308464,0.497686156,0.449506148,0.431679356,0.432146274,0.43838142399999996,0.408375004,0.413793798,0.445968983,0.0,0.0,0.38157362899999997,1.636431051,6.4682022560000005,12.5989562,79.28524836,199.1733825,354.99337760000003,545.6471035000001,2104.236775,4472.55156,7388.489681,0.0,0.0,1.329767286,5.425469323,12.561170715,23.175728949000003,56.51533726,103.40892216,166.05666839,241.2468166,871.4184347999999,6185.1233409999995,9918.4991773
